institution,type,nation,word_count,date_accessed,policy_url,text
University of Lincoln,Post-1992,England,423,2026-02-16,https://learning.lincoln.ac.uk/academic-skills/ai-guidelines/,"Artificial Intelligence (AI)
You have probably come across artificial intelligence (AI) in more ways than you realise
, from facial recognition on your phone to personalised playlists and smart assistants.
AI is becoming a regular part of everyday life, so it is important that you understand what
generative AI
is, how you can use it, and what its benefits and limitations are.
Generative AI
Generative AI (Gen AI) refers to tools that can create content, like text, images, code, or even music, based on the instructions you give it. These tools use something called
machine learning
to spot patterns in huge amounts of data. By analysing this data, generative AI can respond to your prompts with relevant and often creative outputs, using models trained on language, images, and more.
As a student, you will likely come across AI-powered tools in your studies, whether it is for research, writing support, or creative projects. These platforms are designed to be easy to use, with simple interfaces that let you interact with the AI without needing any technical background.
Take a look at the library’s AI pages
While generative AI can be incredibly helpful, it is not perfect. It is still developing and it is essential to think critically about the information it gives you and how you can use it in your academic work.
Strengths of using AI
Efficiency: AI tools can save you time.
Accessibility: AI can support different learning styles, offering explanations in simpler language or generating visual aids.
Idea generation: great for getting started or exploring different perspectives on a topic.
Writing support: AI can help with grammar, spelling, and sentence structure by suggesting alternatives.
Data handling: some tools can help you analyse data, create charts, or write basic code.
Limitations of using AI
Accuracy: AI can sound confident but still give you incorrect or misleading information. Always fact-check.
Lack of critical thinking: AI does not understand context or nuance the way you do, it cannot replace your own analysis or judgement.
Bias and gaps: AI is trained on existing data, which can include biases or outdated views.
Over-reliance: it is a tool, not a replacement for learning. Relying too much on AI can limit your development of key academic skills.
Academic Integrity: Using AI to do your work for you (e.g. writing full essays) may breach university policies. Always check with your tutor.
How you can use AI in your studies
Find out more about AI and how you can use it in your studies.
Check out the library’s AI page"
Liverpool John Moores University,Post-1992,England,740,2026-02-16,https://www.ljmu.ac.uk/teaching-and-learning-academy/educational-policies-and-guidance,"Educational policies and guidance
All policies are available in the
policy centre
.
LJMU Learning and Teaching Plan 2023-2030
The Learning and Teaching Plan outlines the University's priorities for the enhancement of academic practice. It reflects the renewal of LJMU vision and values in the broader institutional strategy. The Learning and Teaching Plan underlines commitment to supporting innovative and creative practices that ensure student success in a dynamic, competitive environment. The Plan outlines ongoing efforts associated with effective curriculum development and management, excellence in academic, research informed teaching, student engagement, and employability. In addition, it presents four areas for development across LJMU. These are: inclusive curriculum, education for sustainable development. Digital education, and education for wellbeing.
Downloads:
Learning and Teaching Strategy 2023-2030 (PDF, 234KB)
.
LJMU Framework for High Quality Teaching and Learning
The LJMU Framework for High-Quality Teaching and Learning is a central strategic priority. It recognises that outstanding teaching is more than the delivery of content; it is about how learning happens, the relationships that shape the educational experience, and the achievement of meaningful outcomes. At LJMU, this involves engaging students as active partners through research-informed, inclusive, and reflective practices. The Framework promotes a supportive and developmental culture that values self-reflection and a personal commitment to continuous enhancement, underpinned by a sustained institutional focus on improvement.
Downloads:
The LJMU Framework for High Quality Teaching and Learning (Word, 84.4KB)
Using Generative AI for teaching and assessment
Generative Artificial Intelligence (GenAI) can enhance the way that we learn, teach and assess. It is vital that such use must be managed in a responsible and ethical manner. The guidance provided on these pages is designed to support the effective use of Gen AI in teaching and assessment related activities.
Please see the
staff guide on AI
.
Please see this section of the
Assessment and feedback Guidance
that focuses on AI considerations.
Active Blended Learning
Learning is characterised by students having both cognitive and social presence in the learning environment. Cognitive presence reflects both the value and amount of critical thinking, problem-solving and construction of meaning in students’ interactions with their peers and academic staff. Social presence is the extent to which students are ‘connected’. This is critically important in the early stages of courses when students need to get to know and trust their peers and tutors. Students who are able to make interpersonal networks are more likely to engage and succeed. Current approaches tend to the classroom as the ‘location’ of presence, with the VLE in a supporting role to offer materials for independent learning. The future approach has to ensure that cognitive and social presence is a feature of both online and face-to-face teaching. Active blended learning is offered as an approach.
Resources:
Active Blended Learning (PDF, 302KB)
Assessment and Feedback Guidance
Our Assessment and Feedback Guidance, collaboratively created with input from TLA, registry, and academic experts, offers a comprehensive framework and resources to support academics in developing effective strategies. Discover best practices, expert advice, and tools to ensure consistency, transparency, and student achievement.
Access the
Assessment and Feedback Guidance
, aligning your practices with the institutional policy.
Curriculum Design Guide
This LJMU guide is designed to help programme teams plan, review and design their programmes. The guide will help teams develop programmes that are inclusive, research-informed and encourage active learning in both campus-based and online environments.
Download:
Curriculum Design Guide (PDF, 319KB)
Resources:
Advance HE Inclusive curriculum design in higher education
Advance HE Curriculum design for mental health and wellbeing
QAA Education for Sustainable Development Guidance
(You need to register with the QAA to access this resource)
Learning Analytics Framework
The Teaching and Learning Academy have developed a Learning Analytics Framework which aims to provide guidance around practice in the development of effective Learning Analytics. The Framework recognises the rise in digital learning and the increased utility of analytics data with this, whilst also acknowledging that analytics data has limitations and reflects an important part of the student learning experience, but by no means the totality. The framework has been based on recent literature and examination of other frameworks and policies in the sector.
The framework is comprising four key areas:
Data Quality
Values and Ethics
User Acceptance and Digital Capability
Alignment with Institutional Aims
Download:
Learning Analytics Framework (PDF, 231KB)
Access the
Assessment and feedback guidance
, aligning your practices with the
institutional policy (PDF, 238KB)
.
Enhancement
Contact us
Enhancement
Enhancement
Contact us
Contact us"
London Metropolitan University,Post-1992,England,559,2026-02-16,https://student.londonmet.ac.uk/your-studies/student-administration/guidance-on-the-use-of-artificial-intelligence/,"Generative Artificial Intelligence (AI) Apps offer students many opportunities to support their learning or work creatively, but over-reliance on these tools could lead to poor academic practice or academic misconduct.
London Metropolitan University is aware of the high-profile discussions and debates about the use of Artificial Intelligence Apps. These include MS Copilot, ChatGPT and Google Gemini, Claude and Grok for text and Adobe Firefly, Midjourney and DALL-E for images, although many platforms are able to generate both. The University helps its students to produce their own work with confidence in many ways, including support with understanding assessments, research, academic writing and referencing. This will include navigating the use of new and emerging AI technologies. Our approach to AI is to engage with and adapt to these new technologies, with a focus on appropriate and responsible use.
The University's principles are outlined on the
Academic Misconduct pages
. For general guidance about the use of Generative AI in your studies, visit the Library's
AI Guide
.
For specific guidance related to your subject speak to your course leader or any member of the teaching staff.
AI and Academic Integrity
Academic Integrity means being honest in your academic work and your studies making sure that you acknowledge the work of others and giving credit where you have used other people's ideas as part of presenting your arguments. Your assessment submissions must therefore always be entirely your own work, based on your own learning and appropriately referenced including how you have used Generative AI. The University regards the use of Generative AI applications by students to deceive to gain unfair advantage as academic misconduct.
This usage includes:
Plagiarism
, where AI tools are used to generate output and ideas that are presented or submitted as if they were the student's own work, without proper citation or references.
Where a complete assignment is created using Generative AI and represented as a student's own work, this will be regarded as
contract cheating
in the same way as commissioning an 'Essay Mill' or other third party to complete your work.
The exception will be for tasks where the extensive and critical use of a specific AI tool is part of the assessment brief. We also urge caution when it comes to the use of generative AI apps as research tools because the information, they present is not always trustworthy or accurate
AI tools sometimes invent information and references when they cannot find it. This is called 'hallucinating.'
They do not always have access to information in books or sites which are in password protected areas or behind firewalls.
AI tools do not have access to the most recent research.
Because of these limitations, using them without care can have a negative impact on your work.
Further Help and Support with AI
If you require help with your academic writing or research:
Speak to your Course Leader they can give you direct subject related advice about the assignments you are working on.
Visit the Library's online
AI Guide
.
Visit
Skills Hub
, a resource that will help you learn how to find and use information for your studies and assessments.
Your school's Academic Mentors can help you to understand is required for your assessment and to find the right resources.
University policies
Read the University's
Academic Misconduct policy
.
Read the University's
Academic Regulations
."
Manchester Metropolitan University,Post-1992,England,935,2026-02-16,https://www.mmu.ac.uk/student-life/course/artificial-intelligence-and-assessments,"Artificial Intelligence and Assessments
Advice on keeping your work accurate and honest.
Generative AI and Assessments key information and video
We’re sure you’ll have questions about emerging generative artificial intelligence (AI) tools such as Microsoft Copilot and ChatGPT.
We’re exploring the many opportunities AI will bring and how we can use it to enhance your teaching and learning.
The
AI Literacy Rise Study Pack
can help you get started with generative AI and build your AI literacy. Our default position on the use of generative AI and broader AI tools is explained in detail in the
Are you allowed to use AI in assessments?
section of the pack.
You should always check the assessment brief for specific instructions.
The key principles to work to are:
Your work should always authentically represent your capabilities.
You should never trust the outputs of generative AI uncritically.
You cannot use it to create the assessment itself.
Follow these simple FAQs below to help you avoid committing
academic misconduct
and watch this video from our PVC for Education.
What is generative AI?
What is generative AI?
Generative AI describes tools that can create online content. ChatGPT is an example that creates text. Others produce images, computer code and even music.
When can I use it?
When can I use it?
Generative AI will no doubt offer exciting opportunities, but it will also bring risks.
Generative AI tools can be useful for developing your subject knowledge and engaging with information presented as fact. However, use comes with risks (see ‘What are the dangers of using AI in my work?’) and we want to make sure that you understand them.
For students on certain courses, understanding and engaging with AI is essential. For others, tutors may encourage a critical engagement with generative AI in certain settings. In either case, you should only use it as directed. Never be afraid to ask your tutor if you aren’t clear.
If you make unauthorised use of generative AI within your assessment and attempt to gain an unfair advantage by passing this work off as your own, this will be considered academic misconduct. It is critical that you only use AI as directed in the assessment brief, and you should refer to the Library guidance on
referencing generative AI in your assessments
.
What are the pitfalls of using generative AI?
What are the pitfalls of using generative AI?
Generative AI can identify information and present it in a very convincing way, but remember, it doesn’t know if its sources are correct or not. This means output might be biased, misleading or wrong. Information could also be out-of-date (ChatGPT data cuts off at 2021) and accuracy will vary from subject to subject, depending on how much has been written already.
As generative AI does not critically evaluate the content it produces or its information sources, it’s important to be wary of any secondary sources cited. They may be fictitious, unreliable or completely unrelated to the subject area. You should use the same caution with a generative AI that you would with non-academic sources, such as Wikipedia, and always verify information and sources independently.
If you are unsure if it’s appropriate to use generative AI for your academic work, please read the assessment brief carefully, and discuss it with your tutor if you still have questions. Unless you are advised it is acceptable, don’t use it.
You must receive consent before entering work created by others into the AI tool as a prompt.
It’s never acceptable to present something produced by a generative AI tool as your own work (see ‘What’s the penalty for unauthorised use of AI?’).
How do I reference that I have used AI?
How do I reference that I have used AI?
If an assessment permits generative AI use, you should refer to the Library guidance on
referencing generative AI in your assessments
.
What’s the penalty for unacknowledged use of AI?
What’s the penalty for unacknowledged use of AI?
This will be investigated on a case-by-case basis under the
Academic Misconduct Policy
, and the penalty will depend on the severity of the case.
Is it possible my tutors could mistake my work for that of an AI?
Is it possible my tutors could mistake my work for that of an AI?
AI detection is evolving almost as rapidly as the technology itself. Some indicators wouldn’t appear in an assessment written by a human. Wherever the use of generative AI is suspected, we will investigate this fully in line with our
Academic Misconduct Policy
.
I’m struggling with my work, what can I do?
I’m struggling with my work, what can I do?
If you’re struggling with your work, we can support you.
Specialist tutors provide help with academic writing, numeracy, specific learning difficulties, study skills and assistive technologies. You can access support through one-to-one appointments, live webinars or by using our online resources. Our
study skills webpage
shares more information.
If you need more time to complete a piece of work due to events outside your control, you may apply for an extension. This can usually be done quickly and easily via Moodle. Our
assessments webpage
provides guidance.
For details of further support, check out the FAQs on the
Digital Student Hub
or contact the Student Hub team by emailing
[email protected]
or calling 0161 247 1000.
For specialist and independent advice, you can also contact the
Students’ Union Advice Centre
at
[email protected]
or by calling 0161 247 6533.
For questions about marks, feedback or wider academic topics, contact the relevant tutor (contact information is on the unit Moodle page)."
Middlesex University,Post-1992,England,408,2026-02-16,https://libguides.mdx.ac.uk/AI,"What is Generative AI?
Generative Artificial Intelligence (AI) refers to a type of online tool that can create new content, such as text, images, or music, based on the data it has been trained on. It works by learning patterns from large datasets and then using those patterns to generate new information. ​
Examples of tools include ChatGPT, which generates human-like text and DALL-E, which creates images based on text prompts.
Middlesex is committed to the ethical and responsible use of Artificial Intelligence (AI) including Generative AI. We believe that used responsibly and with integrity AI can be a powerful tool for change, helping to transform our learning, teaching, and assessment, develop students’ employability, revolutionise our research, and enhance our systems and processes. We recognise the role AI will play in our professional and personal lives and we are committed to enabling our staff and students to gaIn the necessary skills to succeed in a future where AI is pervasive.
Image source
Using Generative AI in MDX assessments?
Generative Artificial Intelligence (AI) tools may be used in your assessments as specified by the module leader.
Where the use of Generative AI is allowed you must provide, as a minimum:
written acknowledgment of the use of generative artificial intelligence
the extent of use, and how generated materials were used
descriptions of how the information was generated (including the prompts used).
where generated material has not been adapted, citing and referencing using closest source types in the relevant referencing style (e.g. “artificial intelligence” or “non-recoverable sources”).
How and when to incorporate AI will be at the discretion of the programme team and will be led by the nature of the discipline and the programme and module learning outcomes. It will be informed by the principles above and subject to a rigorous internal and external quality assurance process.
It may be that some assessments explicitly ask students to work with Generative AI while others specify that AI should not be used, or used in specific ways.  It must be made clear to students within the assessment criteria when and how they can use AI for each assessment, and how to acknowledge appropriately when they do so.
Middlesex University AI Guidelines
MDX Academic Integrity
Go to the Study Tile and click on 'Academic Integrity'
MU Students Union: Academic Integrity: AI & ChatGPT
Generative AI tools to get you started
ChatGPT
Co-Pilot
Log-in using your MDX account
Next:
Library support and AI >>"
Oxford Brookes University,Post-1992,England,160,2026-02-16,https://www.brookes.ac.uk/students/academic-development/our-approach-to-ai,"Our approach to AI
Embrace and adapt
Generative Artificial Intelligence (AI) is technology that uses AI to create new content, such as writing, images, music or computer codes. It is having a profound impact on many areas of life, including education, and the technology is advancing all the time.
Everyone at Oxford Brookes University, whether students or staff, needs to take time to understand AI to ensure that we can use the new technology effectively and ethically, maintaining standards of academic integrity whilst also being open to the possibilities that AI offers to help us reach our full potential.
At Oxford Brookes, there are numerous resources to help you do that, which you can explore through the links below.
Learn more
Guidance for students
Advice on using AI in your assessments.
AI Moodle
A new section in the University's academic integrity course.
Generative AI Policy
Details of the University's policy for use of generative AI in assessments.
Back to top"
University of Plymouth,Post-1992,England,392,2026-02-16,https://plymouth.libguides.com/Ailibraryskills/usingAI,"Using AI
Key things to remember if you are using AI
Ethical use
AI should be used
ethically and in guidance with university student regulations
. If you are unsure, then it is important that you
follow instructions from your lecturers.
Sustainability
Consider the
environmental impact
of using AI.
Copyright
Consider the Intellectual Property and
Copyright
implications of using AI.
Think critically
Approach any information the AI tool produces cautiously, be a critical reader and fact check responses.
Supplemental material
AI tools should only be used as a supplement to your research, not as a replacement.
Use good prompts
Check your prompts
. The information you get out is only as good as the requests you put in.
Potential negative impact to academic developement
By using AI in a way which might undermine your skills as a university student, you will not be achieving your learning outcomes, so it may affect your academic development.
Reference AI
You should reference use of AI tools
As the content recalled from AI tools cannot be replicated by another person and cannot be linked to, we recommend that you reference the outputs from generative AI, in the same way that you would a personal communication or correspondence.
There is Harvard guidance on referencing
generative AI on Cite them Right
.
Cite them right also has some background information on AI tools and academic work.
Limitations of Using AI
Risks with using information from Generative AI Tools
Not primary sources
Information obtained from Generative AI tools should
not
be considered a primary source and should be used in conjunction with other sources.
Potential inaccuracies
AI models can sometimes produce
incorrect or biased
information, it's crucial to
verify
information with other sources before including it in your work.
No critical thinking
Understand that Large Language Models are designed only to summarise, predict and generate texts. They won’t do the thinking for you.
Potential breach of academic conduct
Never submit chunks of text produced by AI as your own work. You may be in breach of the academic conduct regulations.
Warning about Personal Information
Large Language models use large amounts of data to generate its responses. This raises concerns about data privacy and security. With the new voice and image capabilities this is a further data privacy concern.
Ensure you do not give away personal details and/or confidential information."
University of Portsmouth,Post-1992,England,564,2026-02-16,https://myport.port.ac.uk/study-skills/digital-skills/using-ai-at-university,"Using AI at university
How to use these new technologies responsibly and transparently
AI tools, such as Copilot and ChatGPT, are becoming part of everyday life and work. As a University of Portsmouth student, you have access to Microsoft 365 which includes Copilot, a generative AI assistant designed to help you with a wide range of tasks and questions.
We want you to feel confident and supported in using AI responsibly and effectively. By learning to use it ethically and creatively now, you’ll be preparing yourself for a world where human skills and digital tools work hand in hand.
A wide range of generative AI tools are now available, with some offered free of charge and others requiring a subscription. As a University of Portsmouth student, you have free access to Microsoft 365, which includes Copilot, a generative AI assistant designed to support a broad range of academic and practical tasks. We encourage you to explore and use Copilot responsibly and ethically to support your learning.
Here is our guidance on using AI at university.
Why does AI matter?
Using AI well can help you generate ideas, plan projects, improve writing, explore complex topics, and prepare for your future career. It can also help you with administrative tasks and time management.
What does the University expect from you?
We want to help you understand where AI can support your learning and how your own thinking, understanding, creativity and originality should be evidenced. The goal isn’t to ban AI or ‘catch you out’, but to make sure your work remains your own.
How should you acknowledge the use of AI?
You must acknowledge whenever you use AI to help with an assessment that you complete in your own time. Each summative assessment dropbox in Moodle will allow you to acknowledge if and how you have used AI to help with your assessment. Being open about your use of AI helps your tutors understand how you approach your work and maintain trust and fairness.
When is it appropriate to use AI?
AI can be a great study partner if used wisely. You might use it to:
Generate ideas or brainstorm topics
Clarify difficult concepts
Check grammar or structure
Explore examples or case studies
Get feedback on drafts, with your own judgement applied. You may use this feedback to inform and enhance your work. Critically, the work must remain yours, and you should be able to demonstrate full understanding and ownership of what you submit.
When is it not appropriate to use AI?
You must not use AI to write or complete your assignments for you. Claiming AI-generated work to be your own is academic misconduct. The principle is simple: you must be able to show mastery of what you submit. Your tutors may ask you to discuss your work in person to assess your understanding of what you submitted.
What support is available?
The University offers workshops, examples and short guides to help you learn how to use AI effectively and responsibly. You can find out about using Microsoft 365 Copilot on
MyPort
. You can also find skill development learning packages on
LinkedIn Learning
.
Remember:
AI should help you learn, not learn for you. Use it responsibly, stay curious, and keep your learning authentic.
Enable University alerts
Turn on notifications for critical updates like closures, safety alerts, and urgent service disruptions.
Enable
Maybe later"
Sheffield Hallam University,Post-1992,England,1639,2026-02-16,https://libguides.shu.ac.uk/ai/home/,"Photo by
Mojahid Mottakin
Guide overview
This library guide provides an overview of ways you can use Generative Artificial Intelligence (GenAI) to support your learning at Sheffield Hallam University and also explains why and how you need to be careful if using GenAI.
Make sure you read the
Stop and think!
section, and the
AI checklist
below, so that you are aware of the University's policies on academic integrity and what to consider before using GenAI in academic work.
Once you're confident about when and how use of GenAI might be acceptable, then use the menu to access tips about how to use AI effectively and ethically.
Before you get started, you might like to listen to the 4 minute video below, which provides an orientation to some of the topics covered in this guide.
Stop and think! - Key questions for the use of GenAI
At each stage in the cycle of academic work, there are key questions that you should use to check if you are allowed to use GenAI in your work, and to ensure that you remain responsible and reflective throughout the entire cycle of your work:
Use the checklist below to explore more detailed questions that you should consider at each stage of your academic work:
AI Checklist
Select a question to find out more about what to consider, or where to find more guidance:
The Planning Stage - Should I use AI?
Have you read the University’s policies on the use of GenAI?
The University’s
Code of Academic Conduct
states that
'attempting to pass off work created by artificial intelligence as your own'
is a type of
cheating
.
See the University's guidance on
Artificial Intelligence and Assessment
to check what you are allowed to do, and do check the guidance again each year, as the guidelines may still be evolving.
Are you allowed to use generative AI in this academic assignment?
For each assignment, you need to be clear about the guidance from your course or department on using GenAI. Check module documents or speak to your Academic Advisor or Course Leader to find out if the use of GenAI is permitted.
Are you intending to use GenAI within a research project?
See the University’s guidance on
Artificial Intelligence in Research
.
Is it important whether the GenAI tool produces reliable content?
Generative AI can produce information or media that is
inaccurate, biased
, or
outdated
. Find out more about these problems:
Limited reasoning
- GenAI tools use predictive statistics to create content (rather than using facts to drive logical reasoning and creative synthesis, or to constrain creativity). This can limit its capacity to generate new insights, but also means it may introduce inaccuracies and false information.
False information
– GenAI tools may unintentionally fabricate
hallucinations
(false information, including false quotations and citations or media), or intentionally be used by people to create
deep fakes
(convincing but misleading images or audio-visual recordings). Check for the reliability of output.
Inaccurate inputs
– Some GenAI systems search the entire internet, and may therefore include input data from human-generated myths as well as hallucinations and deep fakes from AI tools. If reliability is important, check that the AI tool is limited to only use academic sources for input data.
Lack of currency
- Even if the AI system is now searching recent material, because the language model has been trained on old data, old information and biases may be reproduced. Check for recency of the sources and perspectives.
Training biases
– Most AI systems have incorporated socio-political biases from older training data or the humans involved in the training process. Some AI tools have therefore provided output containing sexist, racist, or other information considered offensive today. Check AI output for biased content.
Commercial or malicious distortions
– Optimisation of AI results for commercial gain may lead to biased search results, whilst malicious actors may ‘poison’ AI results by publishing misleading content where they know it will be harvested by the AI tool! Be alert to the possibilities of these distortions.
Remember that biased input data produces biased output!
Evaluate all GenAI outputs for any possible biases and inaccuracies.
Do you hope to use the GenAI tool as a primary source of evidence?
Generative AI is
not a source
of verifiable, genuine, original academic information!
Whereas a
peer review process
is used to assess an academic journal article or systematic review, and to consider whether conclusions are reliable and whether the methodology of the paper could be repeated by another researcher, output created by GenAI can rarely be replicated and have not been assessed for reliability.
Also think about
transparency
and
replicability/reproducibility
. If you are using an AI tool for research analysis, to what extent can you clarify how a GenAI tool has arrived at its conclusions? In academic publishing, it is possible to ask authors for clarification of their methods if there is doubt about their conclusions. This isn’t always possible with generative AI.
For both of these reasons, GenAI cannot be considered a reliable academic tool or source. You need to
find reliable academic sources
to cite as evidence or reliable tools to manipulate date.
If using GenAI for research analysis, how will you protect confidential data?
Do not upload any personal and confidential data into public AI services. Only fully anonymised data can be shared with public AI systems. The ICO’s
Code of Conduct on Anonymisation
provides guidance on anonymisation techniques.
Can you justify the environmental impacts of using GenAI?
In 2025, Generative AI is estimated to use 60 times more energy than a conventional search engine (see
JISC guidance
). So, could you undertake a simple search instead of asking GenAI to create something new? For example, to illustrate a report, could you search for existing images, and reference the sources accordingly?
The Active Stage - How should I use GenAI?
How are you keeping records of your use of GenAI?
If you use Generative AI to develop your work, you need to keep clear records about how you have used it, to safeguard your academic integrity. Keep records of the following, and either add them as appendices in submitted work, or simply store them in case you are asked for evidence later:
Record the name of the AI tool, and the URL.
Record the question prompts you entered in the AI system, with the date for each.
Store a copy of the output created, and the date created.
Briefly explain any changes you made to the GenAI outputs.
Have you read the University’s policies on the use of GenAI?
Remember that the wording of your question becomes input data for the GenAI process and will shape the
integrity
of the AI output. Even if you are only using AI to generate ideas, a question which uses outdated terms or biased wording will lead to outdated or biased output.
When evaluating GenAI output, are you maintaining a critical mindset?
Because AI can generate inaccurate, biased, or outdated information or media, it is essential to question every aspect of its output, including the overall direction of its response, as well as the individual details:
Consider whether the GenAI has interpreted the question or prompt in the most appropriate way.
Fact-check all the information produced by GenAI, including verifying the source of all citations used to support its claims.
If using generated media, also be alert to inaccuracies or unacceptable stereotypes in generated images or videos.
See
Is it important whether the GenAI tool produces reliable content?
in the
Planning Stage
for further guidance about what to check.
Submission Stage – How should I communicate about my use of AI?
Can you properly reference AI in your academic work?
How you reference AI-generated material depends on the
source and how it is used in your work
To provide a comprehensive reference for an AI tool you have used, include the URL and date accessed.
(AI cannot be acknowledged as a co-author in academic work as it cannot be morally or legally responsible or accountable. Only you can take ownership over the use and outcomes of AI systems used in your academic work.)
Do you need to provide evidence of AI use in appendices?
If use of AI is approved for your work but you need to provide evidence of how you used it, then you may need to use one or more appendices for this.
Number each appendix so that you can refer to this in your work, e.g. (ChatGPT, 2024; see Appendix A for input prompts and outputs.)
If you used AI in a research project, have you explained how you used it?
For a research project for which you used AI, you may need to include in your methodology a description of how you used the AI. This helps to assure research integrity and assist the reproducibility or replicability of the research.
AI Checklist - Key questions for the use of GenAI in academic work
© 2025
by
Dominika Smithson
and
Susannah Diamond
, licensed under
CC BY-NC-SA 4.0
Stop and think - Key questions for the use of GenAI in academic work.pdf
Downloadable version of this checklist of questions for the use of GenAI in academic work.
SHU resources on AI
Artificial Intelligence and Assessment
Guidance on when and how it is acceptable to use AI in assessments and information on the AI Transparency Scale (AITS) and how you would acknowledge use of AI in your work
AI & Research Integrity
University guidance on the ethics of using AI when conducting research: part of the wider University guidance on research ethics and integrity, under the Additional Policies heading..
Skills Chat podcast: Getting Started with AI
The Library Skills Centre's podcast, featuring a conversation with Prof. David Smith on useful things to consider when getting started with using Generative AI."
University of the West of England,Post-1992,England,640,2026-02-16,https://www.uwe.ac.uk/study/academic-information/artificial-intelligence-principles,"Principles for using generative artificial intelligence (AI)
Providing guidance for AI use in learning, teaching and assessment.
Generative artificial intelligence (AI) algorithms like ChatGPT create original content including text, images, audio and video. This technology allows computers to generate new information and creative artifacts, not just analyse data.
UWE Bristol is committed to harnessing the transformative potential of generative AI to enhance learning, teaching and assessment. We aim to support students and staff to become AI-literate, equipped to drive progress and innovation through the ethical use of these powerful technologies.
Aligned with our
Strategy 2030
, these principles provide guidance on utilising generative AI across educational provision at UWE Bristol while upholding our values of being ambitious, innovative, inclusive, collaborative, and enterprising.
We will collaborate to share knowledge, contribute to best practices, and foster inclusive AI ecosystems that enhance personalised, accessible learning and empower diverse communities.
These principles will continue to develop, as we continue to support all students to succeed.
1. Enhancing the student experience
1.1.
We will be ambitious and use generative AI to enrich personalised learning and sharpen critical thinking.
1.2.
We will leverage generative AI to make inclusive learning environments more accessible, creating opportunities for diverse communities to co-create.
1.3.
We will empower students and staff to use AI in enterprising yet ethical ways, encouraging creativity and collaboration.
1.4.
Recognising potential disparities in AI literacy, we will proactively address unequal access and skills gaps.
1.5.
All students will have opportunities to meaningfully engage with generative AI during their studies.
2. Developing assessment and curricula
2.1.
Students will be advised when and how it is permissible to use generative AI in assignments and assessments.
2.2.
It is an academic offence to download material from the web and submit it as your own work or submit work created by using AI tools without appropriate acknowledgement.
2.3.
Students guided to use AI should consult our
referencing guide and study skills resources
.
2.4.
We recognise there will be diverse approaches to AI across our communities and at the level of specific assessments. Teams will be supported to agree an approach at programme level.
2.5.
Teaching teams are empowered to develop innovative curricula and assessments that authentically integrate AI skills for their subject.
2.6.
To uphold ethical principles, protect privacy and respect intellectual property rights, we will not submit student work to platforms unapproved by the University without the student's consent.
2.7.
Policies, guidelines and detection tools will be regularly reviewed, considering generative AI's impact on teaching, learning and assessment.
3. Developing AI literacies
3.1.
We are committed to upskilling our community to develop confidence and AI literacy through tailored training and resources focused on ethical use.
3.2.
We will facilitate collaborative projects enabling staff and students to engage with AI, share best practices, and co-create literacy resources.
3.3.
We acknowledge that outputs from generative AI can be of poor quality, contain false information and faulty citations. We will equip staff and students to critically analyse content and understand limitations.
3.4.
We will provide development opportunities for staff to effectively evaluate and integrate AI tools into their work.
3.5.
We will empower staff and students to recognise AI risks, biases against groups and challenge unethical usage.
3.6.
We will collaborate with partners to exchange ideas and develop best practices around emerging AI technologies within teaching and learning.
You may also be interested in
Generative AI study skills guide
Study skills advice and guidance on how to make the most of generative AI.
Using generative AI at UWE Bristol
A guide to how and when to use generative artificial intelligence (AI) at UWE Bristol.
Study skills
Support to help you study, including referencing, academic writing, research skills, time management, reading, plagiarism advice, and IT.
Academic integrity
Information about what academic integrity is, why it matters and UWE Bristol’s assessment offences policy."
University of Westminster,Post-1992,England,336,2026-02-16,https://www.westminster.ac.uk/current-students/news/universitys-policy-on-use-of-generative-ai,"Generative Artificial Intelligence (GenAI) tools can generate text, images, and videos, to support you in developing ideas, help in data analysis and coding, and more. While these tools offer exciting possibilities, it's important to understand how to use them responsibly in your studies at the University.
Using GenAI tools in your studies and assessments
GenAI can be a valuable learning aid for non-assessed tasks. It can help explain complex topics, generate ideas, assist with proofreading, and create personalised study materials. However, you must always verify a GenAI’s output using your critical thinking skills to address ethical considerations and check accuracy. For assessed coursework, you must disclose any use of GenAI.
You can learn about the acceptable use of GenAI in your studies and assessments with the guidance below.
Guidance for students on the use of Generative AI (PDF)
479.6 KB
The University has also produced guidance on the use of Generative AI for Doctoral Researchers which should be read in conjunction with the above.
Guidance for Doctoral Researchers on the use of Generative AI (PDF)
126.2 KB
GenAI resources
We have a range of resources to help you use GenAI in your studies.
Padlet board
You can access guides and courses on the
GenAI for students Padlet board
,
including prompting, Grammarly AI, GenAI research tools, and FAQs.
Blackboard
You can access
short online courses on GenAI that apply to your studies and future working life.
To access these,
sign in to Blackboard
and access the Blackboard site ‘Generative AI at Westminster’ from your ‘My Modules and Courses’ page.
Related pages
Academic matters
Check our academic regulations and find out about enrolment, module registration, academic appeals, withdrawing from your course.
Read more
Go to Academic matters page
Exams and coursework
Find exam timetables, coursework submission instructions, and other key assessment information.
Read more
Go to Exams and coursework page
Research skills
Get essential information to help you plan, research and reference your work and help you with your dissertation.
Read more
Go to Research skills page"
